,theta_h,theta,a_x,a_y,b_x,b_y,c_x,c_y,d_x,d_y,e_x,e_y,f_x,f_y,g_x,g_y,h_x,h_y,i_x,i_y
0,160,150,-0.75,0.75,-8.83492655611991,4.70398059961693,-7.794228634059948,4.499999999999999,0,0,0.663004953013285,1.42181871006911,0.319308373130749,2.42507984804718,-8.13792521394248,5.50326113797807,-1.4095389311788624,0.5130302149885033,-9.20376756523882,5.01303021498848
